sent,tags,parse
<p> Barber begins a painting by arranging his composition in a similar manner to that of the Impressionists .,<p>/NNP Barber/NNP begins/VBZ a/DT painting/NN by/IN arranging/VBG his/PRP$ composition/NN in/IN a/DT similar/JJ manner/NN to/TO that/DT of/IN the/DT Impressionists/NNPS ./.," compound(Barber-2, <p>-1) nsubj(begins-3, Barber-2) root(ROOT-0, begins-3) det(painting-5, a-4) dobj(begins-3, painting-5) mark(arranging-7, by-6) advcl(begins-3, arranging-7) nmod:poss(composition-9, his-8) dobj(arranging-7, composition-9) case(manner-13, in-10) det(manner-13, a-11) amod(manner-13, similar-12) nmod:in(arranging-7, manner-13) case(that-15, to-14) nmod:to(arranging-7, that-15) case(Impressionists-18, of-16) det(Impressionists-18, the-17) nmod:of(that-15, Impressionists-18)  "
"To that end , after arranging for the collection of taxes , the congress appropriated ninety thousand dollars , which bought 4 mortars , 20 fieldpieces , 20 tons of ammunition , 5,000 muskets and bayonets , 75,000 flints , 350 spades and pickaxes , 1,000 wooden mess bowls , and some peas and flour .","To/TO that/DT end/NN ,/, after/IN arranging/VBG for/IN the/DT collection/NN of/IN taxes/NNS ,/, the/DT congress/NN appropriated/VBD ninety/CD thousand/CD dollars/NNS ,/, which/WDT bought/VBD 4/CD mortars/NNS ,/, 20/CD fieldpieces/NNS ,/, 20/CD tons/NNS of/IN ammunition/NN ,/, 5,000/CD muskets/NNS and/CC bayonets/NNS ,/, 75,000/CD flints/NNS ,/, 350/CD spades/NNS and/CC pickaxes/NNS ,/, 1,000/CD wooden/JJ mess/NN bowls/NNS ,/, and/CC some/DT peas/NNS and/CC flour/NN ./."," case(end-3, To-1) det(end-3, that-2) nmod:to(appropriated-15, end-3) mark(arranging-6, after-5) advcl(appropriated-15, arranging-6) case(collection-9, for-7) det(collection-9, the-8) nmod:for(arranging-6, collection-9) case(taxes-11, of-10) nmod:of(collection-9, taxes-11) det(congress-14, the-13) nsubj(appropriated-15, congress-14) root(ROOT-0, appropriated-15) compound(thousand-17, ninety-16) nummod(dollars-18, thousand-17) dobj(appropriated-15, dollars-18) nsubj(bought-21, dollars-18) ref(dollars-18, which-20) acl:relcl(dollars-18, bought-21) nummod(mortars-23, 4-22) dobj(bought-21, mortars-23) nummod(fieldpieces-26, 20-25) dobj(bought-21, fieldpieces-26) conj:and(mortars-23, fieldpieces-26) nummod(tons-29, 20-28) dobj(bought-21, tons-29) conj:and(mortars-23, tons-29) case(ammunition-31, of-30) nmod:of(tons-29, ammunition-31) nummod(muskets-34, 5,000-33) nmod:of(tons-29, muskets-34) conj:and(ammunition-31, muskets-34) cc(muskets-34, and-35) conj:and(ammunition-31, bayonets-36) conj:and(muskets-34, bayonets-36) nummod(flints-39, 75,000-38) nmod:of(tons-29, flints-39) conj:and(ammunition-31, flints-39) nummod(spades-42, 350-41) nmod:of(tons-29, spades-42) conj:and(ammunition-31, spades-42) cc(ammunition-31, and-43) nmod:of(tons-29, pickaxes-44) conj:and(ammunition-31, pickaxes-44) nummod(bowls-49, 1,000-46) amod(bowls-49, wooden-47) compound(bowls-49, mess-48) dobj(bought-21, bowls-49) conj:and(mortars-23, bowls-49) cc(mortars-23, and-51) det(peas-53, some-52) dobj(bought-21, peas-53) conj:and(mortars-23, peas-53) cc(peas-53, and-54) conj:and(mortars-23, flour-55) conj:and(peas-53, flour-55)  "
"Along the way she molded herself to fit the mask , adding implants , rearranging her face , and ironically becoming less good-looking .","Along/IN the/DT way/NN she/PRP molded/VBD herself/PRP to/TO fit/VB the/DT mask/NN ,/, adding/VBG implants/NNS ,/, rearranging/VBG her/PRP$ face/NN ,/, and/CC ironically/RB becoming/VBG less/RBR good-looking/JJ ./."," case(way-3, Along-1) det(way-3, the-2) nmod:along(molded-5, way-3) nsubj(molded-5, she-4) root(ROOT-0, molded-5) dobj(molded-5, herself-6) nsubj(fit-8, herself-6) mark(fit-8, to-7) xcomp(molded-5, fit-8) det(mask-10, the-9) dobj(fit-8, mask-10) acl(mask-10, adding-12) dobj(adding-12, implants-13) dep(mask-10, rearranging-15) nmod:poss(face-17, her-16) dobj(rearranging-15, face-17) cc(rearranging-15, and-19) advmod(becoming-21, ironically-20) dep(mask-10, becoming-21) conj:and(rearranging-15, becoming-21) advmod(good-looking-23, less-22) xcomp(becoming-21, good-looking-23)  "
Eating lower on the food chain is a discipline of sorts -- it means rearranging the logic you grew up with .,Eating/NNP lower/RBR on/IN the/DT food/NN chain/NN is/VBZ a/DT discipline/NN of/IN sorts/NNS --/: it/PRP means/VBZ rearranging/VBG the/DT logic/NN you/PRP grew/VBD up/RP with/IN ./.," nsubj(discipline-9, Eating-1) advmod(discipline-9, lower-2) case(chain-6, on-3) det(chain-6, the-4) compound(chain-6, food-5) nmod:on(lower-2, chain-6) cop(discipline-9, is-7) det(discipline-9, a-8) root(ROOT-0, discipline-9) case(sorts-11, of-10) nmod:of(discipline-9, sorts-11) nsubj(means-14, it-13) parataxis(discipline-9, means-14) xcomp(means-14, rearranging-15) det(logic-17, the-16) dobj(rearranging-15, logic-17) nsubj(grew-19, you-18) acl:relcl(logic-17, grew-19) compound:prt(grew-19, up-20) nmod(grew-19, with-21)  "
") Over the next three weeks , he will spend a couple of daily hours nailing down a chain of command , taking recon walks , rehearsing key maneuvers , arranging weapons , transport and strategies .","-RRB-/RB Over/IN the/DT next/JJ three/CD weeks/NNS ,/, he/PRP will/MD spend/VB a/DT couple/NN of/IN daily/JJ hours/NNS nailing/VBG down/RP a/DT chain/NN of/IN command/NN ,/, taking/VBG recon/NN walks/NNS ,/, rehearsing/VBG key/JJ maneuvers/NNS ,/, arranging/VBG weapons/NNS ,/, transport/NN and/CC strategies/NNS ./."," advmod(weeks-6, -RRB--1) case(weeks-6, Over-2) det(weeks-6, the-3) amod(weeks-6, next-4) nummod(weeks-6, three-5) nmod:over(spend-10, weeks-6) nsubj(spend-10, he-8) aux(spend-10, will-9) root(ROOT-0, spend-10) det(couple-12, a-11) dobj(spend-10, couple-12) case(hours-15, of-13) amod(hours-15, daily-14) nmod:of(couple-12, hours-15) dep(spend-10, nailing-16) compound:prt(nailing-16, down-17) det(chain-19, a-18) dobj(nailing-16, chain-19) case(command-21, of-20) nmod:of(chain-19, command-21) dep(nailing-16, taking-23) compound(walks-25, recon-24) dobj(taking-23, walks-25) dep(nailing-16, rehearsing-27) amod(maneuvers-29, key-28) dobj(rehearsing-27, maneuvers-29) dep(nailing-16, arranging-31) dobj(nailing-16, weapons-32) dobj(nailing-16, transport-34) conj:and(weapons-32, transport-34) cc(weapons-32, and-35) dobj(nailing-16, strategies-36) conj:and(weapons-32, strategies-36)  "
"No sooner had scientists at Stanford University in 1973 begun rearranging DNA molecules in test tubes ( and , equally important , reinserting the novel DNA segments back into living cells ) than critics began likening these "" recombinant "" DNA procedures to the physicist 's power to break apart atoms .","No/DT sooner/NN had/VBD scientists/NNS at/IN Stanford/NNP University/NNP in/IN 1973/CD begun/VBN rearranging/VBG DNA/NN molecules/NNS in/IN test/NN tubes/NNS -LRB-/-LRB- and/CC ,/, equally/RB important/JJ ,/, reinserting/VBG the/DT novel/JJ DNA/NN segments/NNS back/RB into/IN living/VBG cells/NNS -RRB-/-RRB- than/IN critics/NNS began/VBD likening/VBG these/DT ''/'' recombinant/VBG ''/'' DNA/NN procedures/NNS to/TO the/DT physicist/NN 's/POS power/NN to/TO break/VB apart/RP atoms/NNS ./."," neg(sooner-2, No-1) nsubj(had-3, sooner-2) root(ROOT-0, had-3) dobj(had-3, scientists-4) case(University-7, at-5) compound(University-7, Stanford-6) nmod:at(scientists-4, University-7) case(1973-9, in-8) nmod:in(had-3, 1973-9) acl(1973-9, begun-10) xcomp(begun-10, rearranging-11) compound(molecules-13, DNA-12) dobj(rearranging-11, molecules-13) case(tubes-16, in-14) compound(tubes-16, test-15) nmod:in(rearranging-11, tubes-16) cc(tubes-16, and-18) advmod(important-21, equally-20) nmod:in(rearranging-11, important-21) conj:and(tubes-16, important-21) amod(important-21, reinserting-23) det(segments-27, the-24) amod(segments-27, novel-25) compound(segments-27, DNA-26) dep(important-21, segments-27) advmod(cells-31, back-28) case(cells-31, into-29) amod(cells-31, living-30) acl:relcl(segments-27, cells-31) mark(began-35, than-33) nsubj(began-35, critics-34) advcl(begun-10, began-35) xcomp(began-35, likening-36) dobj(likening-36, these-37) acl(these-37, recombinant-39) compound(procedures-42, DNA-41) dobj(recombinant-39, procedures-42) case(power-47, to-43) det(physicist-45, the-44) nmod:poss(power-47, physicist-45) case(physicist-45, 's-46) nmod:to(recombinant-39, power-47) mark(break-49, to-48) acl(power-47, break-49) compound:prt(break-49, apart-50) dobj(break-49, atoms-51)  "
"Photograph Photograph Left : When arranging photographs in your home , be sure to place them out of the line of direct sunlight , and alternate the pictures included in the grouping from time to time , to limit their uninterrupted exposure to UV rays .","Photograph/NNP Photograph/NNP Left/NNP :/: When/WRB arranging/VBG photographs/NNS in/IN your/PRP$ home/NN ,/, be/VB sure/JJ to/TO place/VB them/PRP out/RP of/IN the/DT line/NN of/IN direct/JJ sunlight/NN ,/, and/CC alternate/VB the/DT pictures/NNS included/VBD in/IN the/DT grouping/NN from/IN time/NN to/TO time/NN ,/, to/TO limit/VB their/PRP$ uninterrupted/JJ exposure/NN to/TO UV/NNP rays/NNS ./."," compound(Left-3, Photograph-1) compound(Left-3, Photograph-2) root(ROOT-0, Left-3) advmod(arranging-6, When-5) advcl(sure-13, arranging-6) dobj(arranging-6, photographs-7) case(home-10, in-8) nmod:poss(home-10, your-9) nmod:in(arranging-6, home-10) cop(sure-13, be-12) parataxis(Left-3, sure-13) mark(place-15, to-14) xcomp(sure-13, place-15) dobj(place-15, them-16) compound:prt(place-15, out-17) case(line-20, of-18) det(line-20, the-19) nmod:of(place-15, line-20) case(sunlight-23, of-21) amod(sunlight-23, direct-22) nmod:of(line-20, sunlight-23) cc(sure-13, and-25) parataxis(Left-3, alternate-26) conj:and(sure-13, alternate-26) det(pictures-28, the-27) nsubj(included-29, pictures-28) nsubj(limit-39, pictures-28) ccomp(alternate-26, included-29) case(grouping-32, in-30) det(grouping-32, the-31) nmod:in(included-29, grouping-32) case(time-34, from-33) nmod:from(grouping-32, time-34) case(time-36, to-35) nmod:to(included-29, time-36) mark(limit-39, to-38) xcomp(included-29, limit-39) nmod:poss(exposure-42, their-40) amod(exposure-42, uninterrupted-41) dobj(limit-39, exposure-42) case(rays-45, to-43) compound(rays-45, UV-44) nmod:to(limit-39, rays-45)  "
"Although I still follow the fortunes of my favorite big-league team , the Atlanta Braves , sometimes artfully arranging business to travel when and where they play , the raw enthusiasm and nascent heroes thriving in the lean-salaried minors have wooed me all over again .","Although/IN I/PRP still/RB follow/VB the/DT fortunes/NNS of/IN my/PRP$ favorite/JJ big-league/JJ team/NN ,/, the/DT Atlanta/NNP Braves/NNPS ,/, sometimes/RB artfully/RB arranging/VBG business/NN to/TO travel/VB when/WRB and/CC where/WRB they/PRP play/VBP ,/, the/DT raw/JJ enthusiasm/NN and/CC nascent/NN heroes/NNS thriving/VBG in/IN the/DT lean-salaried/JJ minors/NNS have/VBP wooed/VBN me/PRP all/DT over/IN again/RB ./."," mark(follow-4, Although-1) nsubj(follow-4, I-2) advmod(follow-4, still-3) advcl(wooed-41, follow-4) det(fortunes-6, the-5) dobj(follow-4, fortunes-6) case(team-11, of-7) nmod:poss(team-11, my-8) amod(team-11, favorite-9) amod(team-11, big-league-10) nmod:of(fortunes-6, team-11) det(Braves-15, the-13) compound(Braves-15, Atlanta-14) appos(team-11, Braves-15) advmod(team-11, sometimes-17) advmod(follow-4, artfully-18) xcomp(follow-4, arranging-19) dobj(arranging-19, business-20) mark(travel-22, to-21) advcl(arranging-19, travel-22) advmod(play-27, when-23) cc(when-23, and-24) dep(when-23, where-25) nsubj(play-27, they-26) advcl(travel-22, play-27) det(enthusiasm-31, the-29) amod(enthusiasm-31, raw-30) nsubj(wooed-41, enthusiasm-31) cc(enthusiasm-31, and-32) compound(heroes-34, nascent-33) conj:and(enthusiasm-31, heroes-34) nsubj(wooed-41, heroes-34) acl(enthusiasm-31, thriving-35) case(minors-39, in-36) det(minors-39, the-37) amod(minors-39, lean-salaried-38) nmod:in(thriving-35, minors-39) aux(wooed-41, have-40) root(ROOT-0, wooed-41) dobj(wooed-41, me-42) dep(again-45, all-43) case(again-45, over-44) advmod(wooed-41, again-45)  "
"<p> 
##2007123 Balance fabrics , color , and scale when arranging furniture so your room is great looking and suits the way you live .","<p>/VB ##/CD 2007123/CD Balance/NNP fabrics/NNS ,/, color/NN ,/, and/CC scale/VB when/WRB arranging/VBG furniture/NN so/IN your/PRP$ room/NN is/VBZ great/JJ looking/VBG and/CC suits/NNS the/DT way/NN you/PRP live/VBP ./."," dep(live-25, <p>-1) compound(2007123-3, ##-2) nummod(fabrics-5, 2007123-3) compound(fabrics-5, Balance-4) dobj(<p>-1, fabrics-5) appos(fabrics-5, color-7) cc(<p>-1, and-9) conj:and(<p>-1, scale-10) dep(live-25, scale-10) advmod(arranging-12, when-11) advcl(scale-10, arranging-12) dobj(arranging-12, furniture-13) mark(great-18, so-14) nmod:poss(room-16, your-15) nsubj(great-18, room-16) cop(great-18, is-17) dep(furniture-13, great-18) xcomp(great-18, looking-19) cc(furniture-13, and-20) dobj(arranging-12, suits-21) conj:and(furniture-13, suits-21) det(way-23, the-22) dep(suits-21, way-23) nsubj(live-25, you-24) root(ROOT-0, live-25)  "
"Anne stays in constant motion , arranging dishes on the buffet table , carrying food from the house , and giving hugs all around .","Anne/NNP stays/VBZ in/IN constant/JJ motion/NN ,/, arranging/VBG dishes/NNS on/IN the/DT buffet/NN table/NN ,/, carrying/VBG food/NN from/IN the/DT house/NN ,/, and/CC giving/VBG hugs/NNS all/DT around/RP ./."," nsubj(stays-2, Anne-1) root(ROOT-0, stays-2) case(motion-5, in-3) amod(motion-5, constant-4) nmod:in(stays-2, motion-5) ccomp(stays-2, arranging-7) dobj(arranging-7, dishes-8) case(table-12, on-9) det(table-12, the-10) compound(table-12, buffet-11) nmod:on(arranging-7, table-12) ccomp(stays-2, carrying-14) conj:and(arranging-7, carrying-14) dobj(carrying-14, food-15) case(house-18, from-16) det(house-18, the-17) nmod:from(carrying-14, house-18) cc(arranging-7, and-20) ccomp(stays-2, giving-21) conj:and(arranging-7, giving-21) dobj(giving-21, hugs-22) dep(around-24, all-23) advmod(giving-21, around-24)  "
"Affectionately dubbed the "" Cookie Queen , "" Patty has been baking cookies and arranging them on decorative trays for friends and family each Christmas for nearly says says says says says up to 30 different kinds of cookies over a two- to three-week period , so the trays are ready to be given out by mid-December .","Affectionately/RB dubbed/VBN the/NNP ''/'' Cookie/NNP Queen/NNP ,/, ''/'' Patty/NNP has/VBZ been/VBN baking/VBG cookies/NNS and/CC arranging/VBG them/PRP on/IN decorative/JJ trays/NNS for/IN friends/NNS and/CC family/NN each/DT Christmas/NNP for/IN nearly/RB says/VBZ says/VBZ says/VBZ says/VBZ says/VBZ up/RP to/TO 30/CD different/JJ kinds/NNS of/IN cookies/NNS over/IN a/DT two/CD -/: to/TO three-week/JJ period/NN ,/, so/IN the/DT trays/NNS are/VBP ready/JJ to/TO be/VB given/VBN out/RP by/IN mid-December/NN ./."," advmod(dubbed-2, Affectionately-1) root(ROOT-0, dubbed-2) compound(Queen-6, the-3) compound(Queen-6, Cookie-5) dobj(dubbed-2, Queen-6) nsubj(baking-12, Patty-9) nsubj(arranging-15, Patty-9) aux(baking-12, has-10) aux(baking-12, been-11) dep(Queen-6, baking-12) dobj(baking-12, cookies-13) cc(baking-12, and-14) dep(Queen-6, arranging-15) conj:and(baking-12, arranging-15) dobj(arranging-15, them-16) case(trays-19, on-17) amod(trays-19, decorative-18) nmod:on(arranging-15, trays-19) case(friends-21, for-20) nmod:for(trays-19, friends-21) cc(friends-21, and-22) nmod:for(trays-19, family-23) conj:and(friends-21, family-23) det(Christmas-25, each-24) nsubj(says-29, Christmas-25) mark(says-28, for-26) advmod(says-28, nearly-27) dep(Christmas-25, says-28) dep(arranging-15, says-29) ccomp(says-29, says-30) ccomp(says-30, says-31) ccomp(says-31, says-32) compound:prt(says-32, up-33) case(kinds-37, to-34) nummod(kinds-37, 30-35) amod(kinds-37, different-36) nmod:to(says-32, kinds-37) case(cookies-39, of-38) nmod:of(kinds-37, cookies-39) case(two-42, over-40) det(two-42, a-41) nmod:over(cookies-39, two-42) case(period-46, to-44) amod(period-46, three-week-45) nmod:to(Queen-6, period-46) dep(dubbed-2, so-48) det(trays-50, the-49) nsubj(ready-52, trays-50) nsubjpass(given-55, trays-50) cop(ready-52, are-51) parataxis(dubbed-2, ready-52) mark(given-55, to-53) auxpass(given-55, be-54) xcomp(ready-52, given-55) compound:prt(given-55, out-56) case(mid-December-58, by-57) nmod:by(given-55, mid-December-58)  "
The breakfast table beside the fireplace accommodates family meals and also gives a convenient work surface for wrapping gifts or arranging flowers .,The/DT breakfast/NN table/NN beside/IN the/DT fireplace/NN accommodates/VBZ family/NN meals/NNS and/CC also/RB gives/VBZ a/DT convenient/JJ work/NN surface/NN for/IN wrapping/VBG gifts/NNS or/CC arranging/VBG flowers/NNS ./.," det(table-3, The-1) compound(table-3, breakfast-2) nsubj(accommodates-7, table-3) nsubj(gives-12, table-3) case(fireplace-6, beside-4) det(fireplace-6, the-5) nmod:beside(table-3, fireplace-6) root(ROOT-0, accommodates-7) compound(meals-9, family-8) dobj(accommodates-7, meals-9) cc(accommodates-7, and-10) advmod(gives-12, also-11) conj:and(accommodates-7, gives-12) det(surface-16, a-13) amod(surface-16, convenient-14) compound(surface-16, work-15) dobj(gives-12, surface-16) mark(wrapping-18, for-17) advcl(gives-12, wrapping-18) dobj(wrapping-18, gifts-19) cc(wrapping-18, or-20) advcl(gives-12, arranging-21) conj:or(wrapping-18, arranging-21) dobj(arranging-21, flowers-22)  "
"Then he sent his gallery staff to round up as many of them as they could for a single day , arranging for some to fly in from other states , countries , and hemispheres .","Then/RB he/PRP sent/VBD his/PRP$ gallery/NN staff/NN to/TO round/VB up/RP as/RB many/JJ of/IN them/PRP as/IN they/PRP could/MD for/IN a/DT single/JJ day/NN ,/, arranging/VBG for/IN some/DT to/TO fly/VB in/IN from/IN other/JJ states/NNS ,/, countries/NNS ,/, and/CC hemispheres/NNS ./."," advmod(sent-3, Then-1) nsubj(sent-3, he-2) root(ROOT-0, sent-3) nmod:poss(staff-6, his-4) compound(staff-6, gallery-5) dobj(sent-3, staff-6) mark(round-8, to-7) advcl(sent-3, round-8) compound:prt(round-8, up-9) advmod(many-11, as-10) dobj(round-8, many-11) case(them-13, of-12) nmod:of(many-11, them-13) mark(could-16, as-14) nsubj(could-16, they-15) advcl(round-8, could-16) case(day-20, for-17) det(day-20, a-18) amod(day-20, single-19) nmod:for(sent-3, day-20) acl(day-20, arranging-22) case(some-24, for-23) nmod:for(arranging-22, some-24) mark(fly-26, to-25) xcomp(arranging-22, fly-26) case(states-30, in-27) case(states-30, from-28) amod(states-30, other-29) nmod:from(fly-26, states-30) nmod:from(fly-26, countries-32) conj:and(states-30, countries-32) cc(states-30, and-34) nmod:from(fly-26, hemispheres-35) conj:and(states-30, hemispheres-35)  "
